PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,SALARY,Player_Comp_Share,Season
maya caldwell,30,10.1,1.9,0.7,2.4,29.2,0.1,1,13.8,0.4,0.5,85.7,0.3,0.6,0.9,0.6,0.3,0.1,0.7,1.4,68000,0.003848330504,2023
amanda zahui b,34,7.4,1.7,0.5,2.1,25.7,0.2,1.1,16.2,0.4,0.6,75,0.2,0.9,1.1,0.3,0.2,0.5,0.4,1.7,74305,0.004205149972,2023
kadi sissoko,40,8.4,1.5,0.6,1.6,37.1,0.1,0.5,16.7,0.3,0.4,62.5,0.4,1.1,1.6,0.2,0.1,0.1,0.7,1.7,62285,0.003524900962,2023
sydney colson,28,4.8,1.3,0.4,1,44.4,0.2,0.6,37.5,0.2,0.2,83.3,0.1,0.3,0.4,0.8,0.3,0,0.2,2,74305,0.004205149972,2023
jocelyn willoughby,29,6.6,1.2,0.4,1,40,0.2,0.6,43.8,0.1,0.1,100,0.3,0.4,0.8,0.4,0.1,0,0.3,1.6,79690,0.004509903792,2023
breanna stewart,34,30.9,21.8,7.5,15.9,47.2,2,5.2,37.9,4.8,5.8,83.7,1.4,6.2,7.6,2.9,1.6,0.9,1.3,24.1,228094,0.01101371318,2022
kelsey plum,36,32.8,20.2,6.8,14.8,46,3.1,7.5,42,3.5,4.1,83.9,0.3,2.4,2.7,5.1,1,0.1,2.6,17.8,180250,0.008703524867,2022
skylar diggins,30,34,19.7,6.9,16.2,42.9,1.3,4.5,29.6,4.5,5.3,84.4,0.9,3.1,4,5.5,1.5,1,2.7,19.1,227900,0.01100434573,2022
arike ogunbowale,30,31.4,19.7,6.8,17,40,2.8,7.9,35.2,3.3,4.1,79.8,0.6,2.7,3.3,3.6,1.5,0.1,1.8,15.3,72141,0.003483389667,2022
a'ja wilson,36,30,19.5,7.2,14.4,50.1,0.9,2.3,37.3,4.2,5.2,81.3,1.8,7.6,9.4,2.1,1.4,1.9,1.7,24.6,196267,0.009476919363,2022
kelsey mitchell,31,32.6,18.4,6.3,14.4,43.8,2.3,5.7,40.9,3.4,3.9,86.1,0.5,1.5,1.9,4.2,0.9,0.2,2.4,14.6,200000,0.009657170449,2022
nneka ogwumike,34,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2,1.7,0.4,1.8,20.2,196267,0.009476919363,2022
sabrina ionescu,36,32.3,17.4,5.9,14.3,41.1,2.3,6.9,33.3,3.4,3.6,93.1,1,6.1,7.1,6.3,1.1,0.3,3,20.5,76297,0.003684065669,2022
diana taurasi,31,31,16.7,4.8,13,37.3,3,8.8,33.7,4.1,4.6,89.4,0.3,3.2,3.4,3.9,0.7,0.6,2.7,14,228094,0.01101371318,2022
jewell loyd,36,30.3,16.3,5.6,14.1,39.6,2.3,6.1,38.5,2.8,3.1,89.3,0.6,2.1,2.6,3.4,1.1,0.2,2.2,12.5,228094,0.01101371318,2022
rhyne howard,34,31.4,16.2,5.4,15,36.1,2.5,7.3,34.3,2.9,3.7,79.2,0.8,3.7,4.5,2.8,1.6,0.8,1.6,14.1,72141,0.003483389667,2022
jackie young,34,33.2,15.9,5.6,11.8,47.6,1.5,3.4,43.1,3.2,3.8,85.9,1.3,3.1,4.4,3.9,1.4,0.2,1.3,17.9,72141,0.003483389667,2022
kahleah copper,31,28.7,15.7,5.7,11.8,48.1,1.2,3.3,35.6,3.2,4.2,77.5,1,4.6,5.7,2.3,0.5,0,2,15.1,200000,0.009657170449,2022
natasha howard,35,29.9,15.1,5.9,12.2,48.2,0.9,2.6,32.6,2.5,3.5,71.5,2,5.3,7.3,2.3,1.3,1,3.2,16.5,221450,0.01069290198,2022
tina charles,34,28.9,14.8,5.8,12.7,45.7,1.1,3.2,35.5,2,2.4,82.7,1.5,5.8,7.3,2,0.7,0.7,2.1,16,56673,0.002736504104,2022
tina charles,34,28.9,14.8,5.8,12.7,45.7,1.1,3.2,35.5,2,2.4,82.7,1.5,5.8,7.3,2,0.7,0.7,2.1,16,34285,0.001655480444,2022
ariel atkins,36,30,14.6,5.1,12.2,42,1.9,5.3,36.5,2.4,2.9,84.5,0.9,2.3,3.3,2.3,1.3,0.3,1.4,12.8,170000,0.008208594882,2022
jonquel jones,33,26.4,14.6,5.3,10.4,51.3,1.2,3.4,36.9,2.7,3.4,80.2,2.6,6,8.6,1.8,1.1,1.2,2.6,18.9,205000,0.00989859971,2022
aerial powers,35,26.9,14.4,4.9,12.6,38.5,0.9,3.1,30.8,3.8,4.6,81.5,1.3,3.4,4.7,2.9,1.2,0.3,2.6,12.3,196267,0.009476919363,2022
sylvia fowles,30,27.7,14.4,6.1,9.9,62.2,0,0,0,2.1,3.2,66,2.5,7.3,9.8,1.2,1,1.2,2.1,20.7,200000,0.009657170449,2022
brionna jones,36,25.1,13.8,5.2,9.1,56.9,0,0.2,0,3.4,4.1,84.4,2.6,2.5,5.1,1.2,1.2,0.4,1.5,15.7,120000,0.005794302269,2022
chelsea gray,35,29.7,13.7,5.2,10.7,49.1,1,2.9,34,2.3,2.5,91,0.3,2.9,3.2,6.1,1.6,0.3,2.3,17,206267,0.009959777885,2022
marina mabrey,34,28,13.6,5.2,12.5,42,1.8,5.1,35.1,1.4,2,68.1,0.6,3.1,3.6,3.7,0.8,0.4,2.4,11.9,72141,0.003483389667,2022
nalyssa smith,32,30.7,13.5,5,11.9,41.9,1.2,3,38.1,2.4,3.8,61.8,2.2,5.7,7.9,1.4,0.5,0.3,2.4,12.8,72141,0.003483389667,2022
dewanna bonner,33,30,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,0.8,4,4.7,2.8,1.2,0.3,1.6,14.4,227900,0.01100434573,2022
alyssa thomas,36,32.1,13.4,5.2,10.4,50,0,0.1,0,3,4.1,73,2.1,6.1,8.2,6.1,1.7,0.2,2.9,20.4,206000,0.009946885563,2022
allisha gray,33,32.9,13.3,4.4,10.5,42.3,1.9,4.8,40.8,2.5,3.2,79.8,0.9,3.9,4.8,2.5,1.1,0.7,1.3,14.6,164800,0.00795750845,2022
kayla mcbride,31,29.8,13.3,4.4,10.9,40.5,1.5,4.3,35.6,2.9,3.2,90.9,0.5,2.3,2.8,2.1,1,0.1,1.5,11,196267,0.009476919363,2022
candace parker,32,28.3,13.2,5,10.8,45.8,1.3,4.2,31.1,1.9,2.4,81.6,0.9,7.7,8.6,4.5,1,1,2.4,19.5,195000,0.009415741188,2022
diamond deshields,30,25.3,13.1,4.7,12.2,38.8,0.7,3,23.6,2.9,3.8,76.5,0.6,3.2,3.8,2.2,1,0.5,2.3,10,150000,0.007242877837,2022
brittney sykes,32,28.8,12.7,4.8,11,43.3,0.4,1.6,26.9,2.7,3.5,77,0.7,2.9,3.7,3.7,2,0.7,2.6,13.1,113300,0.005470787059,2022
sophie cunningham,28,29.5,12.6,4.3,9.5,44.9,2.5,6.3,40,1.5,1.7,87.5,0.7,3.7,4.4,1.6,1,0.4,1,13.4,75000,0.003621438918,2022
emma meesseman,36,28.6,12.4,5.4,9.4,57.1,0.4,1.1,34.2,1.3,1.5,88.7,1.7,3.8,5.6,3.8,1.4,0.8,1.4,18.4,185000,0.008932882665,2022
cheyenne parker-tyus,36,26.2,11.8,4.9,9.8,50,0.3,1.5,21.8,1.7,2.2,79.5,1.6,4.5,6.2,2,1,0.9,2,14.6,190550,0.009200869145,2022
courtney vandersloot,32,26.5,11.8,4.3,8.8,48.1,0.9,2.5,36.7,2.3,3.1,76.5,0.7,3.2,3.9,6.5,1.2,0.5,2.7,15.8,195000,0.009415741188,2022
allie quigley,34,26.3,11.4,3.8,8.9,42.8,1.5,4.1,35.5,2.2,2.4,95,0.5,2,2.5,2.9,0.7,0.2,1.3,11.1,135000,0.006518590053,2022
courtney williams,34,27.9,11.1,4.9,11.4,42.6,0.6,1.9,33.8,0.8,1.1,75,0.9,3.7,4.6,3.3,1,0.4,1.7,11.9,103000,0.004973442781,2022
aari mcdonald,36,24.3,11.1,3.6,8.9,41.1,1.3,3.9,33.8,2.4,2.8,87.1,0.4,1.8,2.3,2.6,1.5,0,2.1,9.7,71441,0.00344958957,2022
teaira mccowan,33,18.9,11,4.2,7,60.2,0,0,0,2.5,4.2,60,3,4.1,7,0.8,0.3,0.7,1.7,13.6,72141,0.003483389667,2022
natasha cloud,34,31.3,10.7,3.6,9.1,39.9,1.3,4,31.9,2.2,2.7,82.4,0.5,3.1,3.6,7,1,0.3,2.8,14,185000,0.008932882665,2022
azurá stevens,35,21.9,10.6,4.3,9.1,47.2,1.2,3.3,36.2,0.8,1.1,74.4,0.6,3.3,3.9,0.8,0.5,1.1,0.7,11.1,140000,0.006760019314,2022
moriah jefferson,31,26.1,10.4,3.8,8.4,45.2,1.2,2.5,47.4,1.7,2.1,81.5,0.4,2.1,2.4,4.7,1.2,0.1,2.2,11.7,170953,0.008254611299,2022
moriah jefferson,31,26.1,10.4,3.8,8.4,45.2,1.2,2.5,47.4,1.7,2.1,81.5,0.4,2.1,2.4,4.7,1.2,0.1,2.2,11.7,67141,0.003241960406,2022
shey peddy,34,28.6,9.9,3.4,8.2,41.8,1.4,4.3,32.9,1.6,1.9,88.9,1.3,2.4,3.8,3.4,1.6,0.2,1.4,12.5,72141,0.003483389667,2022
victoria vivians,35,26.9,9.8,3.6,10.7,33.6,1.3,4.5,28,1.3,1.8,74.2,0.7,2.9,3.6,2.4,1.1,0.3,2.1,7.5,72141,0.003483389667,2022
katie lou samuelson,32,29.5,9.7,3.3,9,37.3,1.8,5,35.2,1.3,1.5,83.7,0.5,2.4,3,1.9,1,0.2,1.1,8.9,72141,0.003483389667,2022
ezi magbegor,33,24.8,9.5,4,7.3,55,0.3,0.9,34.5,1.2,1.6,73.6,1.6,4,5.6,1.4,0.9,1.8,1.4,14,60471,0.002919893771,2022
dearica hamby,34,26.5,9.3,3.4,7.3,46.6,0.5,2.1,21.9,2,2.7,72,1.4,5.6,7.1,1.1,1.1,0.1,1.5,12.5,152800,0.007378078223,2022
jordin canada,32,27,9.2,3.3,8.5,38.4,0.2,1.6,14,2.5,3.1,80.6,0.2,2.1,2.3,5.5,1.4,0.2,2.3,10.3,98000,0.00473201352,2022
natisha hiedeman,36,25,9.1,3.3,7.6,43.1,1.9,4.7,41.1,0.7,0.8,80,0.2,1.6,1.8,3.3,1.2,0.1,1.3,9.6,72141,0.003483389667,2022
myisha hines-allen,34,19.3,8.9,3.4,8.1,41.5,0.9,2.3,36.7,1.3,1.9,70.3,1.1,4.2,5.3,1.9,0.8,0.3,1.7,10.1,170000,0.008208594882,2022
isabelle harrison,35,18.4,8.7,3.3,7.1,46.6,0.1,0.1,100,2.1,2.4,86.7,1.4,2.9,4.3,1.3,0.7,0.1,1.3,9.8,159000,0.007677450507,2022
shakira austin,36,21.6,8.7,3.4,6.2,54.7,0,0,0,1.9,3,62.4,1.8,4.7,6.4,0.9,0.8,0.8,1.5,12.2,72141,0.003483389667,2022
han xu,32,16.8,8.5,3.4,6.9,49.3,0.5,1.1,44.4,1.2,1.5,79.6,1.2,2.4,3.6,0.9,0.5,0.7,0.7,9.7,60471,0.002919893771,2022
rebekah gardner,35,21.7,8.4,3.3,6.1,54.2,0.4,1.2,35.7,1.4,1.7,80,1.3,2,3.3,1.3,1.4,0.5,1.6,10.2,60471,0.002919893771,2022
erica wheeler,30,26.3,8.4,3.3,9.2,35.5,0.8,2.4,32.9,1,1.4,75.6,0.6,2.5,3.1,3.9,1.1,0.1,2.5,7.7,185400,0.008952197006,2022
jessica shepard,36,26.1,8.1,3,6,50.2,0.2,0.6,26.1,1.9,2.6,73.4,2,5.4,7.4,3,0.4,0.3,1.7,13.8,60471,0.002919893771,2022
stefanie dolson,36,22.9,8.1,3.1,6.4,49.3,0.7,1.8,39.4,1.1,1.2,90.5,1.2,3.6,4.8,1.8,0.4,0.8,1.6,10.9,160000,0.007725736359,2022
alysha clark,29,26.4,8,3.1,6.8,46.4,1,3.4,30.3,0.7,0.8,91.3,0.8,3.7,4.5,2,1,0.3,1.3,10.8,183000,0.008836310961,2022
kayla thornton,36,29.2,8,2.7,5.8,46.9,0.7,2.1,32.5,1.9,2.3,82.9,1.8,4.1,5.9,1.8,1.1,0.6,1.2,12.7,107040,0.005168517624,2022
rachel banham,36,17.5,7.9,2.8,6.5,43,1.6,4.1,38.3,0.7,0.8,80,0.1,1.3,1.3,2.3,0.3,0.1,1.3,6.6,72141,0.003483389667,2022
sue bird,31,26.4,7.8,2.7,6.8,40.3,1.8,4.6,38.9,0.5,0.5,100,0.2,1.7,1.9,6,1.2,0.1,1.9,11,72141,0.003483389667,2022
gabby williams,36,25.6,7.5,3,6.8,44.4,0.5,1.9,25.7,1,1.3,77.8,1.2,3.8,5,3.1,1.5,0.4,1.4,11.9,144000,0.006953162723,2022
danielle robinson,31,23.6,7.4,2.7,6.5,41.9,0.3,1.3,22.5,1.6,1.9,85,0.4,2.5,2.9,3.8,0.7,0.2,1.6,9.3,155000,0.007484307098,2022
queen egbo,33,21.8,7.2,2.9,6.5,44.2,0,0,0,1.5,2.3,64.5,1.8,4.5,6.3,0.9,0.9,1.2,1.9,10.2,66306,0.003201641719,2022
lexie brown,34,25,7.1,2.7,6.2,44.1,1.6,3.9,39.8,0.1,0.2,66.7,0.2,2.1,2.3,2.1,1,0.2,0.8,8.4,72141,0.003483389667,2022
chiney ogwumike,26,18.4,7,2.7,5.7,46.6,0.3,0.7,44.4,1.4,2,70.6,2,3.5,5.5,1.1,0.7,0.3,1.4,9.6,116390,0.005618541767,2022
shatori walker-kimbrough,35,20.1,6.9,2.3,5.7,40.2,0.7,2.1,34.7,1.6,1.7,90.2,0.3,1.5,1.8,1.5,1.1,0.3,1.1,6.9,72141,0.003483389667,2022
dijonai carrington,36,17.5,6.8,2.3,5.6,41.4,0.5,1.7,30.6,1.6,2.1,75,1.1,2.1,3.1,1.1,0.8,0.1,1.6,6.4,62774,0.003031096089,2022
kristy wallace,29,20.8,6.6,2.3,5.6,40.7,0.9,2.3,36.8,1.1,1.4,78.6,0.6,1.7,2.3,2.2,0.6,0.2,1.5,6.7,63389,0.003060791888,2022
tiffany mitchell,34,16.3,6.5,2.4,5.4,45.1,0.4,0.9,38.7,1.3,1.5,86.5,0.6,0.6,1.2,1.2,0.8,0.1,0.9,5.7,148400,0.007165620473,2022
sami whitcomb,35,21.3,6.5,2.1,5.7,36.8,1.7,4.8,35.1,0.6,0.7,87,0.3,2.1,2.3,2.3,0.7,0.1,1.4,6.9,150350,0.007259777885,2022
nikolina milić,31,11.7,6,2.4,4.4,54.8,0.2,0.7,27.3,1,1.4,73.8,1.5,1.5,3,0.7,0.3,0.3,1.4,6.6,42359,0.002045340415,2022
crystal dangerfield,33,21.5,5.5,2,5,39.8,0.7,2.2,32.4,0.8,1,73.5,0.4,1.6,2,2.6,0.5,0.1,0.9,6.5,2694,0.0001300820859,2022
crystal dangerfield,33,21.5,5.5,2,5,39.8,0.7,2.2,32.4,0.8,1,73.5,0.4,1.6,2,2.6,0.5,0.1,0.9,6.5,16166,0.0007805890874,2022
crystal dangerfield,33,21.5,5.5,2,5,39.8,0.7,2.2,32.4,0.8,1,73.5,0.4,1.6,2,2.6,0.5,0.1,0.9,6.5,25745,0.001243119266,2022
elizabeth williams,30,14.9,5.4,2.3,4.7,48.2,0,0,0,0.8,1.4,58.1,1.5,2.3,3.8,0.5,0.6,0.6,0.6,7.2,90000,0.004345726702,2022
destanni henderson,36,16.4,5.3,2,4.9,40.1,0.7,2,36.6,0.6,0.9,71.9,0.8,0.8,1.6,2.5,0.8,0.1,1.7,5.3,63389,0.003060791888,2022
emily engstler,35,18.2,5.2,2.1,5.2,39.6,0.5,1.3,35.6,0.6,1.1,55.3,2.1,3.1,5.2,1.5,0.8,1.1,1.4,8.7,72141,0.003483389667,2022
stephanie talbot,34,16.1,5,1.9,4.1,46.4,0.9,2.1,39.7,0.4,0.7,58.3,0.7,2.5,3.1,1.3,0.7,0.3,1.1,7,72141,0.003483389667,2022
tyasha harris,35,15.8,5,2,4.7,41.8,0.5,1.5,31.5,0.5,0.7,79.2,0.2,0.7,0.9,2.8,0.4,0.1,1.1,5.2,73211,0.003535055529,2022
michaela onyenwere,34,13.7,4.7,1.4,3.8,37.7,0.4,1.5,30,1.4,1.6,83.6,0.4,1.7,2.1,0.4,0.4,0.2,0.7,4.4,68552,0.003310091743,2022
naz hillmon,34,19.8,4.4,1.7,3.6,48,0,0.1,0,0.9,1.1,82.1,1.5,3.5,5.1,1.2,0.6,0.3,1.2,8.4,63389,0.003060791888,2022
bridget carleton,36,16.8,4.3,1.5,3.8,40,0.8,2.3,34.9,0.5,0.7,73.1,0.3,1.8,2.1,1.1,0.4,0.1,0.6,5.1,72141,0.003483389667,2022
brianna turner,35,33.4,4.3,1.9,3.2,60.7,0,0,0,0.4,0.9,50,2,4.8,6.8,2.3,1.3,1.6,1.4,13.1,72141,0.003483389667,2022
dana evans,33,11.5,4.3,1.5,3.9,37.7,0.7,2,32.8,0.7,0.8,88,0.2,0.7,0.8,1.2,0.3,0.1,0.8,3.4,62774,0.003031096089,2022
olivia nelson-ododa,30,14.5,4,1.6,2.8,56,0,0,0,0.9,1.2,70.3,1.1,1.8,3,0.4,0.3,0.8,1,5.8,63389,0.003060791888,2022
theresa plaisance,31,12.9,4,1.4,3.7,37.1,1,2.9,34.8,0.2,0.3,70,0.5,2.1,2.6,0.5,0.3,0.4,0.6,4.6,72141,0.003483389667,2022
epiphanny prince,33,12.3,3.9,1.3,3.8,35.5,0.6,1.8,35.6,0.6,0.8,84,0.2,0.8,1,1.8,0.6,0.1,0.5,4.4,72141,0.003483389667,2022
lexie hull,26,12.8,3.8,1.1,4,26.7,0.3,1.7,18.6,1.4,1.5,90,0.4,1.1,1.5,0.7,0.6,0.1,0.7,2.9,69224,0.003342539836,2022
jantel lavender,27,12.2,3.8,1.7,4.1,40.9,0.2,0.9,20.8,0.3,0.4,66.7,1,2.3,3.3,0.9,0.1,0.1,0.9,4.8,114000,0..005504587156,2022
megan gustafson,33,9.6,3.8,1.5,2.8,54.9,0.4,0.8,46.2,0.4,0.5,76.5,0.5,1.4,1.9,0.5,0.2,0.2,0.7,4.5,72141,0.003483389667,2022
briann january,36,16.9,3.7,1.3,3.4,37.7,0.6,2.1,31.1,0.5,0.6,82.6,0.2,0.8,1,2.4,0.6,0.2,1.5,4.3,140000,0.006760019314,2022
awak kuier,33,12.6,2.8,1,2.6,39.5,0.1,0.6,19,0.6,0.9,61.3,0.7,1.8,2.5,0.9,0.4,0.9,0.6,4.9,71441,0.00344958957,2022
veronica burton,36,15.3,2.6,0.7,2.1,32.9,0.3,1.2,27.9,0.9,0.9,100,0.5,1,1.5,1.9,0.9,0.3,1,4.8,69224,0.003342539836,2022
kia vaughn,29,13.8,2.5,1.1,2.8,40,0,0,0,0.3,0.4,69.2,1,2.2,3.2,0.9,0.3,0.3,1.2,4.2,110000,0.005311443747,2022
kiah stokes,31,15.4,2.3,0.8,2,42.6,0.2,0.8,20.8,0.4,0.5,81.3,0.9,3.5,4.4,0.6,0.5,0.8,0.6,6.7,115000,0.005552873008,2022
reshanda gray,27,8.8,2.2,0.9,2.1,43.9,0.1,0.5,21.4,0.2,0.3,66.7,0.6,1.4,2,0.4,0.3,0.2,1,2.7,56427,0.002724625785,2022
nia clouden,28,8.9,2.1,0.6,1.9,34,0.4,1,41.4,0.4,0.6,58.8,0.1,0.8,0.8,0.8,0.2,0,0.4,2,69446,0.003353259295,2022
joyner holmes,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.3,0.1,0.7,1.8,30535,0.001474408498,2022
joyner holmes,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.3,0.1,0.7,1.8,14968,0.0007227426364,2022
joyner holmes,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.3,0.1,0.7,1.8,12573,0.0006070980203,2022
rui machida,36,12.9,1.8,0.7,2.3,31,0.2,0.9,20.6,0.2,0.3,66.7,0.2,0.9,1.1,2.6,0.4,0.1,1.1,3.3,60471,0.002919893771,2022
jasmine walker,32,8.8,1.6,0.6,2.4,25,0.3,1.6,20,0.1,0.1,100,0.4,1.1,1.5,0.2,0.2,0.1,0.5,1.3,70000,0.003380009657,2022
tina charles,27,33.3,23.4,8.8,19.6,44.9,1.9,5.1,36.5,3.9,4.7,82,2.7,6.9,9.6,2.1,0.9,0.9,2.2,23,175000,0.01051051051,2021
brittney griner,30,32.8,20.5,8.3,14.4,57.5,0.1,0.3,44.4,3.8,4.5,84.6,2.4,7.1,9.5,2.7,0.4,1.9,2.2,26,221450,0.0133003003,2021
breanna stewart,28,33.4,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,1.2,8.3,9.5,2.7,1.2,1.8,1.7,24.1,190550,0.01144444444,2021
jonquel jones,27,31.7,19.4,7.1,13.8,51.5,1.6,4.3,36.2,3.6,4.5,80.2,2.5,8.7,11.2,2.8,1.3,1.3,2.9,25.4,190550,0.01144444444,2021
arike ogunbowale,32,31.3,18.7,6.2,16.3,38.3,2.5,6.7,37.6,3.8,4.4,86.4,0.7,2.5,3.2,3.3,1.2,0,2.1,13.6,58710,0.003526126126,2021
a'ja wilson,32,31.9,18.3,6.5,14.6,44.4,0,0,100,5.3,6,87.6,2,7.3,9.3,3.1,0.9,1.3,1.4,22.5,70040,0.004206606607,2021
jewell loyd,31,31,17.9,6.2,14.8,42,2.1,5.6,37.6,3.4,3.8,88.9,0.8,3.3,4,3.8,1.5,0.2,2.3,16.1,121500,0.007297297297,2021
kelsey mitchell,32,33.1,17.8,6.6,15.4,43.1,2.2,6.5,33.5,2.3,2.7,88.2,0.7,2,2.6,2.5,1.1,0.2,2,13.1,70040,0.004206606607,2021
skylar diggins,32,32.5,17.7,5.5,12.3,45.2,1.6,4.2,37,5.1,6.2,81.8,0.5,2.6,3.2,5.3,1.1,0.8,2.6,17.5,221450,0.0133003003,2021
betnijah laney-hamilton,32,33.7,16.8,6.3,14.1,45.1,1.1,3.4,31.2,3,3.8,78.7,0.8,3.3,4.1,5.2,0.7,0.1,3.7,14.6,209550,0.01258558559,2021
courtney williams,32,34.4,16.5,7.1,17.1,41.8,1.2,3.2,38.2,1.1,1.7,64.2,1.4,5.4,6.8,4,1.1,0.5,1.8,16.6,190550,0.01144444444,2021
ariel atkins,30,30.6,16.2,5.4,13.2,40.7,2.2,6.1,35.9,3.3,3.9,83.1,1.1,1.6,2.8,2.6,1.6,0.5,2,13.2,70040,0.004206606607,2021
napheesa collier,29,34.6,16.2,6,13.7,44.1,0.7,2.9,25.3,3.4,3.9,86,1.7,4.9,6.6,3.2,1.3,1.3,2.3,18,58710,0.003526126126,2021
sylvia fowles,31,30.1,16,6.7,10.5,64,0,0,0,2.6,3.4,75.5,2.1,8,10.1,1.4,1.8,1.8,2.3,24.2,117894,0.007080720721,2021
dewanna bonner,32,31.9,15.2,5,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,0.7,5.8,6.4,3.4,1.3,0.7,2.2,16.8,221450,0.0133003003,2021
kelsey plum,26,25.5,14.8,4.9,11.3,43.7,1.7,4.4,38.6,3.3,3.5,94.4,0.4,2.1,2.5,3.6,1,0,1.7,13.8,175000,0.01051051051,2021
brionna jones,32,30.6,14.7,6.1,10.6,57.1,0,0.1,0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,1.4,0.5,2.2,18.3,120000,0.007207207207,2021
kahleah copper,32,30.8,14.4,5.4,11.8,45.9,0.8,2.7,30.6,2.8,3.4,81.8,1.2,3,4.2,1.8,0.9,0.3,1.9,12.6,165000,0.00990990991,2021
liz cambage,25,23.8,14.2,5.6,10.3,54.3,0.2,0.6,35.7,2.8,4,71,1.6,6.7,8.2,1.3,0.9,1.6,1.8,18.7,221450,0.133003003,2021
kayla mcbride,32,31.6,13.7,4.5,10.3,43.3,1.9,5,37.9,2.8,3.1,91,0.3,3.3,3.6,2.3,0.8,0.2,1.1,13.3,190550,0.01144444444,2021
erica wheeler,32,30.2,13.6,5,12,41.7,1,2.9,35.5,2.5,3.1,82.7,0.5,2.6,3.1,4.8,1.3,0.3,2.7,12.7,180000,0.01081081081,2021
candace parker,23,26.7,13.3,5,11,45.8,1,3.2,32.9,2.2,2.7,79.4,1.4,7,8.4,4,0.7,1.2,2.4,18.6,190000,0.01141141141,2021
marina mabrey,32,24.2,13.3,4.9,12.2,40.5,2,5.8,34.2,1.4,1.6,88.2,0.7,3.2,3.9,2.9,1,0.3,2.1,11.8,58710,0.003526126126,2021
allie quigley,26,24.4,13.2,4.7,10.4,44.8,2.1,4.6,45.4,1.8,1.9,95.9,0.7,2,2.7,2.3,0.5,0.3,1.2,12,194000,0.01165165165,2021
jackie young,32,31.8,12.2,4.8,9.6,50.5,0.2,0.6,25,2.3,2.8,83.3,0.7,3.4,4.1,3.2,1.1,0.3,1.5,14.3,60069,0.003607747748,2021
tiffany mitchell,28,27.3,12,3.8,9.1,42.1,0.4,1.7,25.5,3.9,4.5,88,0.9,2,2.9,2,0.6,0,1.9,9.8,144200,0.008660660661,2021
allisha gray,25,27.8,11.9,4.2,9.7,43.8,1.2,3.3,36.6,2.2,2.6,86.2,1.3,3.9,5.2,1.7,1,0.8,1.4,13.5,160000,0.00960960961,2021
sabrina ionescu,30,30,11.7,3.8,9.9,37.9,1.8,5.5,32.5,2.4,2.6,91.1,0.7,5,5.7,6.1,0.6,0.5,3.2,15,69360,0.004165765766,2021
sami whitcomb,30,28.1,11.7,4.1,8.7,47.3,2.5,6,42.5,0.9,1.1,81.8,0.3,4.7,5,2.7,1,0.3,2.1,13.9,150350,0.00903003003,2021
dearica hamby,29,24.5,11.6,4.4,8,54.5,0.3,1.2,25,2.6,3.9,65.5,1.1,5.5,6.7,1.7,1.1,0.1,1.5,14.7,152300,0.009147147147,2021
diamond deshields,32,26.9,11.3,3.8,9.8,39.3,0.8,2.5,30,2.8,3.5,82,0.4,3.1,3.5,2.3,1.2,0.4,1.9,10.3,70040,0.004206606607,2021
teaira mccowan,32,26.5,11.3,4.3,8,53.7,0,0,0,2.7,4.1,64.4,3.4,6.2,9.6,1.1,0.6,1.6,1.7,17.3,60069,0.003607747748,2021
chelsea gray,32,28.9,11.1,4.6,10.2,45.4,0.8,2.2,38,1,1.1,88.9,0.5,2.4,2.9,5.9,1.2,0.3,2.8,12.9,190550,0.01144444444,2021
isabelle harrison,28,23.8,10.9,4.6,8.6,53.8,0,0,0,1.7,2.1,78.3,1.6,4.3,5.9,1.1,1.1,0.7,1.5,13.8,154500,0.009279279279,2021
jasmine thomas,30,29.6,10.6,3.8,9.8,38.6,1.4,3.5,40,1.6,1.9,87.5,0.4,2,2.4,4,1.3,0.2,2.2,10.1,185000,0.01111111111,2021
riquna williams,32,26,10.5,3.6,8,44.4,2,4.7,41.7,1.4,1.6,92,0.2,2.4,2.6,1.6,0.8,0.4,0.7,10.6,145000,0.008708708709,2021
courtney vandersloot,32,30.5,10.5,4,9.3,43.3,1.1,3.3,34.6,1.3,1.5,85.7,0.5,2.9,3.4,8.6,1.7,0.4,3,16.1,200000,0.01201201201,2021
sue bird,30,27.7,10,3.5,8.2,43.1,2.2,5.3,41.9,0.7,0.8,83.3,0.3,2.3,2.6,5.3,0.9,0.1,1.6,12.6,221450,0.133003003,2021
