Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,Salary,Player_Comp_Share
236,Solomon Hill,NOP,26,80,34,46,29.7,7,2.3,6,38.3,1.2,3.4,34.8,1.3,1.6,80.5,0.6,3.2,3.8,1.8,1,0.9,0.4,2.3,17.2,0,0,0.1,11241218,0.002990719664
237,Josh Huestis,OKC,25,2,0,2,15.4,7,3,5.5,54.5,1,2,50,0,0.5,0,2,2.5,4.5,1.5,0,0,1.5,0,19.2,0,0,1.5,1191480,0.0003169925772
238,Justin Hamilton,BKN,27,64,14,50,18.4,6.9,2.7,5.9,45.9,0.9,2.8,30.6,0.6,0.8,75,1.1,3,4.1,0.9,0.7,0.5,0.7,1.4,15.8,1,0,-4.6,3000000,0.000798148296
239,T.J. McConnell,PHI,25,81,27,54,26.3,6.9,2.9,6.3,46.1,0.1,0.7,20,0.9,1.1,81.1,0.5,2.6,3.1,6.6,2,1.7,0.1,1.7,23.8,5,0,-3.9,874636,0.000232696411
240,Patrick Patterson,TOR,28,65,42,23,24.6,6.8,2.4,5.9,40.1,1.4,3.9,37.2,0.7,0.9,71.7,1,3.6,4.5,1.2,0.6,0.6,0.4,1.8,16.3,1,0,5.3,6050000,0.001609599064
241,Ian Clark,GSW,26,77,63,14,14.8,6.8,2.7,5.6,48.7,0.8,2.1,37.4,0.6,0.8,75.9,0.3,1.3,1.6,1.2,0.7,0.5,0.1,1,11.6,0,0,0.5,980431,0.0002608431106
242,Bobby Portis,CHI,22,64,30,34,15.6,6.8,2.9,5.9,48.8,0.5,1.5,33.3,0.6,0.9,66.1,1.2,3.5,4.6,0.5,0.6,0.3,0.2,1.5,13.9,5,0,-1.3,1453680,0.0003867507383
243,Jared Dudley,PHX,31,64,17,47,21.3,6.8,2.5,5.4,45.4,1.2,3.2,37.9,0.7,1,66.2,0.5,3,3.5,1.9,1.1,0.7,0.3,2.4,15.4,0,0,-0.7,10470000,0.002785537553
244,Lance Stephenson,IND,26,18,8,10,20.1,6.8,3,6.7,45,0.3,1.1,30,0.4,0.7,61.5,0.2,2.7,2.9,3.3,1.4,0.3,0.2,1.8,15.1,0,0,0.6,4000000,0.001064197728
245,John Henson,MIL,26,58,26,32,19.4,6.8,2.7,5.3,51.5,0,0,0,1.3,1.8,69.2,1.6,3.5,5.1,1,0.9,0.5,1.3,2.6,19,0,0,-0.8,12517606,0.003330301966
246,Brandan Wright,MEM,29,28,14,14,16,6.8,3,4.8,61.5,0,0,0,0.8,1.3,65.7,1.1,1.7,2.8,0.5,0.4,0.4,0.7,1.5,13.9,0,0,1.3,5709880,0.001519110331
247,Alec Burks,UTA,25,42,26,16,15.5,6.7,2.4,5.9,39.9,0.6,1.8,32.9,1.4,1.9,76.9,0.4,2.5,2.9,0.7,0.8,0.4,0.1,1.2,12,0,0,0,10154495,0.002701597627
248,Raymond Felton,LAC,33,80,50,30,21.2,6.7,2.8,6.4,43,0.6,1.8,31.9,0.6,0.8,78.1,0.4,2.3,2.7,2.4,1,0.8,0.3,1.6,15.8,0,0,-2.1,980431,0.0002608431106
249,Devin Harris,DAL,34,65,29,36,16.7,6.7,2.1,5.2,39.9,0.9,2.7,32.8,1.6,2,82.9,0.2,1.8,2,2.1,0.9,0.7,0.1,1.6,13.6,0,0,0.6,4227996,0.001124855934
250,James Ennis III,MEM,26,64,32,32,23.4,6.7,2.3,5,45.5,0.8,2.1,37.2,1.3,1.7,78.2,1.1,3,4,1,0.9,0.7,0.3,2.6,15.2,1,0,0.7,2898000,0.0007710112539
251,Dwight Powell,DAL,25,77,30,47,17.3,6.7,2.5,4.9,51.5,0.3,1,28.4,1.4,1.8,75.9,1.2,2.8,4,0.6,0.4,0.8,0.5,1.8,15.9,2,0,-2.2,8375000,0.002228163993
252,P.J. Tucker,TOR,32,81,35,46,27.6,6.7,2.5,6,41.3,0.9,2.4,35.7,0.9,1.1,77.4,1.4,4.4,5.8,1.2,0.8,1.4,0.2,2.4,19.7,3,0,-0.9,5300000,0.00141006199
253,Marcus Thornton,WAS,30,33,15,18,17.4,6.6,2.5,6.4,40,0.8,2.4,35,0.7,0.8,85.2,0.7,1.6,2.3,1.2,0.8,0.6,0.1,1.5,12.5,0,0,-4.5,980431,0.0002608431106
254,Kosta Koufos,SAC,28,71,27,44,20,6.6,3,5.5,55.1,0,0,0,0.5,0.9,61.3,1.7,4,5.7,0.7,0.9,0.5,0.7,2.4,17.1,4,0,-2.2,8046500,0.002140766754
255,Andre Roberson,OKC,25,79,46,33,30.1,6.6,2.7,5.9,46.4,0.6,2.3,24.5,0.6,1.4,42.3,1.2,3.9,5.1,1,0.6,1.2,1,2.6,20.2,2,0,1.8,2183072,0.0005808050656
256,Jaylen Brown,BOS,20,78,50,28,17.2,6.6,2.5,5.4,45.5,0.6,1.7,34.3,1.1,1.6,68.5,0.6,2.2,2.8,0.8,0.9,0.4,0.2,1.8,12.4,0,0,-1.6,4743000,0.001261872456
257,Michael Carter-Williams,CHI,25,45,25,20,18.8,6.6,2.5,6.8,36.6,0.3,1.4,23.4,1.3,1.7,75.3,0.5,2.9,3.4,2.5,1.5,0.8,0.5,2.3,17,0,0,-0.6,3183526,0.000846975284
258,Dante Cunningham,NOP,30,66,28,38,25,6.6,2.6,5.4,48.5,1.1,2.7,39.2,0.2,0.4,59.3,0.8,3.3,4.2,0.6,0.4,0.6,0.4,1.5,15.1,0,0,-0.8,2978250,0.0007923617208
259,Sam Dekker,HOU,23,77,52,25,18.4,6.5,2.6,5.6,47.3,0.8,2.4,32.1,0.5,0.9,55.9,1.2,2.5,3.7,1,0.5,0.5,0.3,1.1,14.2,0,0,1,1720560,0.0004577540107
260,Amir Johnson,BOS,30,80,51,29,20.1,6.5,2.7,4.6,57.6,0.3,0.8,40.9,0.8,1.3,67,1.5,3.1,4.6,1.8,1,0.6,0.8,2.6,17.9,0,0,2.6,12000000,0.003192593184
261,Timothe Luwawu-Cabarrot,PHI,22,69,23,46,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,11.4,0,0,-0.8,1326960,0.0003530369543
262,Mirza Teletovic,MIL,31,70,36,34,16.2,6.4,2.2,6,37.3,1.5,4.4,34.1,0.5,0.6,77.8,0.2,2.2,2.3,0.7,0.5,0.2,0.2,1.6,10.8,0,0,1,10500000,0.002793519036
263,Darrell Arthur,DEN,29,41,20,21,15.6,6.4,2.3,5.2,44.2,1.3,2.9,45.3,0.5,0.5,86.4,0.6,2.1,2.7,1,0.9,0.5,0.5,1.9,13.3,0,0,-0.6,8070175,0.002147065475
264,Rodney McGruder,MIA,25,78,40,38,25.2,6.4,2.4,5.9,41.3,0.9,2.8,33.2,0.6,0.9,62,1.2,2.1,3.3,1.6,0.7,0.6,0.2,1.8,14.4,0,0,0.1,543471,0.0001445901509
265,Kelly Oubre Jr.,WAS,21,79,47,32,20.3,6.3,2.4,5.6,42.1,0.7,2.4,28.7,0.9,1.3,75.8,0.8,2.5,3.3,0.6,0.6,0.7,0.2,2.5,13.4,1,0,-0.5,2006640,0.0005338654322
266,Kyle O'Quinn,NYK,27,79,29,50,15.6,6.3,2.7,5.2,52.1,0,0.2,11.8,0.8,1.1,77.1,2,3.6,5.6,1.5,1,0.5,1.3,2.2,19.5,6,0,-2,3918750,0.001042581212
267,Leandro Barbosa,PHX,34,67,20,47,14.4,6.3,2.6,5.9,43.9,0.5,1.5,35.7,0.6,0.7,88.9,0.2,1.3,1.6,1.2,0.7,0.5,0.1,1.2,11,0,0,-1,4000000,0.001064197728
268,Mindaugas Kuzminskas,NYK,27,68,24,44,14.9,6.3,2.3,5.4,42.8,0.8,2.5,32.1,0.8,1,80.9,0.7,1.2,1.9,1,0.8,0.4,0.2,1.2,11,0,0,0,2898000,0.0007710112539
269,Danté Exum,UTA,21,66,40,26,18.6,6.2,2.3,5.5,42.7,0.7,2.3,29.5,0.9,1.1,79.5,0.5,1.5,2,1.7,1.2,0.3,0.2,2.2,11.5,0,0,0,,
270,Spencer Hawes,MIL,29,54,27,27,14.8,6.2,2.5,5.1,48.4,0.5,1.5,30.9,0.8,1,84.6,0.7,2.8,3.5,1.5,0.9,0.3,0.6,1.4,14.3,3,0,-3.2,6348759,0.001689083726
271,Ramon Sessions,CHA,31,50,23,27,16.2,6.2,2,5.3,38,0.4,1.2,33.9,1.8,2.4,77.1,0.2,1.2,1.5,2.6,0.9,0.5,0.1,0.9,12.7,0,0,-1.6,6000000,0.001596296592
272,Jonathan Gibson,DAL,29,17,4,13,13.6,6.2,2.1,5.6,36.8,0.9,2.6,33.3,1.2,1.7,72.4,0.1,1.2,1.3,1.5,1.2,0.5,0,1.2,10.3,0,0,-4.9,469943,0.0001250280682
273,Mike Muscala,ATL,25,70,36,34,17.7,6.2,2.4,4.8,50.4,0.7,1.6,41.8,0.7,0.9,76.6,1.1,2.3,3.4,1.4,0.8,0.4,0.6,1.4,14.6,0,0,-1.1,1015696,0.0002702253439
274,Nemanja Bjelica,MIN,29,65,28,37,18.3,6.2,2.3,5.5,42.4,0.9,2.7,31.6,0.7,0.9,73.8,0.9,2.9,3.8,1.2,0.9,0.6,0.3,2.4,14.4,3,0,-0.2,3800000,0.001010987842
275,Trey Lyles,UTA,21,71,43,28,16.3,6.2,2.2,6.2,36.2,0.9,2.9,31.9,0.8,1.1,72.2,0.7,2.6,3.3,1,0.9,0.4,0.3,1.4,12.7,1,0,0.4,2340600,0.0006227153005
276,Jonathon Simmons,SAS,27,78,60,18,17.9,6.2,2.3,5.4,42,0.4,1.3,29.4,1.3,1.7,75,0.3,1.8,2.1,1.6,1,0.6,0.3,1.9,12.9,0,0,2.7,874636,0.000232696411
277,Chandler Parsons,MEM,28,34,18,16,19.8,6.2,2.2,6.5,33.8,0.7,2.7,26.9,1,1.3,81.4,0.2,2.3,2.5,1.6,0.7,0.6,0.1,1.5,13.1,0,0,-1.4,22116750,0.005884148775
278,Troy Williams,HOU,22,30,19,11,18.6,6.2,2.4,5.6,43.7,0.6,2.1,29,0.7,1.1,65.6,0.5,1.8,2.3,0.8,1.1,0.9,0.3,2,12.8,0,0,-2.5,76725,2.04E-05
279,JaVale McGee,GSW,29,77,62,15,9.6,6.1,2.7,4.1,65.2,0,0,0,0.7,1.4,50.5,1.3,1.9,3.2,0.2,0.5,0.2,0.9,1.4,13.1,0,0,4.1,1403611,0.0003734299093
280,Zaza Pachulia,GSW,33,70,58,12,18.1,6.1,2.3,4.4,53.4,0,0,0,1.4,1.8,77.8,2,3.9,5.9,1.9,1.2,0.8,0.5,2.4,18.6,4,0,6,2898000,0.0007710112539
281,Derrick Williams,CLE,26,50,16,34,16.1,6.1,2.2,4.9,44.3,0.6,1.9,30.9,1.2,1.8,65.2,0.4,2.2,2.6,0.6,0.6,0.3,0.1,1.2,10.7,0,0,-1.2,115344,3.07E-05
282,Glenn Robinson III,IND,23,69,35,34,20.7,6.1,2.3,4.9,46.7,0.7,1.8,39.2,0.8,1.1,71.1,0.8,2.7,3.6,0.7,0.5,0.6,0.3,0.9,13.5,3,0,-1.1,1050500,0.0002794849283
283,Luc Mbah a Moute,LAC,30,80,49,31,22.3,6.1,2.4,4.7,50.5,0.5,1.4,39.1,0.7,1.1,67.8,0.6,1.6,2.1,0.5,0.6,1,0.4,1.5,13.1,0,0,3.3,2203000,0.0005861068987
284,David Nwaba,LAL,24,20,5,15,19.9,6,2.4,4.1,58,0.1,0.3,20,1.3,2,64.1,0.9,2.3,3.2,0.7,0.6,0.7,0.4,1.8,13.3,0,0,0.5,73528,1.96E-05
284,Jordan Farmar,SAC,30,2,1,1,17.7,6,2,6,33.3,2,4.5,44.4,0,0,0,0.5,1,1.5,4.5,1.5,1,0,0.5,16.1,0,0,-0.5,980431,0.0002608431106
286,Lance Thomas,NYK,29,46,15,31,21,6,2.1,5.3,39.8,0.8,1.8,44.7,0.9,1.1,84.3,0.7,2.4,3.1,0.8,0.5,0.5,0.1,1.8,12,1,0,-4.4,6191000,0.001647112033
287,Alex Abrines,OKC,23,68,37,31,15.5,6,2,5,39.3,1.4,3.6,38.1,0.6,0.7,89.8,0.3,1,1.3,0.6,0.5,0.5,0.1,1.7,9.9,0,0,0,5994764,0.001594903557
288,Bismack Biyombo,ORL,24,81,29,52,22.1,6,2.2,4.2,52.8,0,0,0,1.5,2.9,53.4,1.9,5.1,7,0.9,1.2,0.3,1.1,2.5,18.9,10,0,-4.3,17000000,0.004522840344
289,Domantas Sabonis,OKC,21,81,46,35,20.1,5.9,2.4,5.9,39.9,0.6,2,32.1,0.5,0.8,65.7,0.6,3,3.6,1,1,0.5,0.4,2.5,13.3,2,0,0.2,2440200,0.0006492138239
290,Andrew Harrison,MEM,22,72,38,34,20.5,5.9,1.6,5,32.5,0.6,2.2,27.6,2.1,2.7,76.3,0.3,1.6,1.9,2.8,1.2,0.7,0.3,2.7,14.2,0,0,-0.4,945000,0.0002514167132
291,Jerian Grant,CHI,24,63,29,34,16.3,5.9,2,4.8,42.5,0.8,2.1,36.6,1,1.2,89,0.3,1.5,1.8,1.9,0.7,0.7,0.1,1.5,12.8,1,0,0.8,1643040,0.0004371298587
292,Quincy Acy,BKN,26,38,11,27,14.7,5.8,1.8,4.5,41.2,1,2.4,41.1,1.2,1.6,75,0.5,2.5,3,0.5,0.6,0.4,0.4,1.8,11.9,0,0,-1,1790092,0.0004762529598
293,Beno Udrih,DET,34,39,18,21,14.4,5.8,2.4,5.1,46.7,0.3,0.8,34.4,0.8,0.9,94.1,0.2,1.3,1.5,3.4,0.9,0.3,0,0.7,12.7,0,0,2.2,980431,0.0002608431106
294,Tarik Black,LAL,25,67,24,43,16.3,5.7,2.2,4.4,51,0,0,50,1.2,1.6,75.2,2.1,3,5.1,0.6,0.9,0.4,0.7,2.6,15.1,2,0,-0.7,6191000,0.001647112033
295,Taurean Prince,ATL,23,59,28,31,16.6,5.7,1.9,4.8,40,0.6,1.7,32.4,1.3,1.6,78.7,0.4,2.2,2.7,0.9,1,0.7,0.5,1.6,12.8,0,0,-0.5,2318280,0.0006167770772
296,Jason Smith,WAS,31,74,45,29,14.4,5.7,2.4,4.4,52.9,0.5,1.1,47.4,0.5,0.7,68.6,0.9,2.6,3.5,0.5,0.8,0.3,0.7,2.3,12.9,0,0,-0.1,5000000,0.00133024716
297,Richard Jefferson,CLE,37,79,50,29,20.4,5.7,1.9,4.3,44.6,0.8,2.4,33.3,1,1.4,74.1,0.4,2.2,2.6,1,0.7,0.3,0.1,1.9,10.9,1,0,1.6,2500000,0.00066512358
298,Quinn Cook,NOP,24,14,9,5,13.4,5.6,2.4,4.7,50,0.8,1.9,42.3,0.1,0.4,40,0.1,0.4,0.5,1.9,0.9,0.3,0,0.9,9,0,0,-2.9,15984,4.25E-06
299,Georgios Papagiannis,SAC,19,22,7,15,16.1,5.6,2.5,4.6,54.9,0,0.1,0,0.5,0.6,85.7,1.1,2.8,3.9,0.9,1.1,0.1,0.8,2,13.3,2,0,-1.4,2202240,0.0005859047011
300,Brandon Bass,LAC,32,52,29,23,11.1,5.6,2.1,3.6,57.5,0,0.1,33.3,1.5,1.7,87.5,0.8,1.7,2.5,0.4,0.6,0.3,0.2,0.9,10.1,0,0,-2.8,980431,0.0002608431106
301,Ian Mahinmi,WAS,30,31,19,12,17.9,5.6,2.1,3.6,58.6,0,0,0,1.4,2.4,57.3,1.5,3.3,4.8,0.6,1.1,1.1,0.8,2.9,16.7,0,0,1,15944154,0.004241933115
302,Gerald Green,BOS,31,47,32,15,11.4,5.6,2,4.9,40.9,0.8,2.4,35.1,0.7,0.9,80.5,0.3,1.4,1.8,0.7,0.5,0.2,0.1,1,9.3,0,0,0.2,980431,0.0002608431106
303,Delon Wright,TOR,25,27,19,8,16.5,5.6,1.8,4.3,42.2,0.4,1.1,33.3,1.6,2,76.4,0.6,1.2,1.8,2.1,0.9,1,0.4,1.1,14.2,0,0,3.3,1577280,0.0004196344481
304,Terry Rozier,BOS,23,74,47,27,17.1,5.5,2,5.6,36.7,0.8,2.4,31.8,0.7,0.9,77.3,0.5,2.5,3.1,1.8,0.6,0.6,0.1,0.9,13.5,1,0,-0.2,1906440,0.0005072072791
305,Anthony Morrow,CHI,31,49,25,24,14.6,5.5,2,5.1,38.9,0.8,2.7,30.8,0.7,0.8,91.9,0.2,0.4,0.6,0.5,0.1,0.5,0,0.9,8.5,0,0,0.4,3488000,0.0009279804188
306,Jerami Grant,OKC,23,80,43,37,19.1,5.5,1.9,4.1,46.3,0.5,1.5,37.1,1.1,1.8,61.2,0.5,2.1,2.6,0.6,0.6,0.4,1,1.9,13.1,0,0,-2.3,980431,0.0002608431106
307,Boban Marjanovic,DET,28,35,16,19,8.4,5.5,2.1,3.8,54.5,0,0,0,1.3,1.7,81,1.3,2.4,3.7,0.3,0.3,0.2,0.3,0.7,11.6,5,0,0.9,7000000,0.001862346024
308,Paul Zipser,CHI,23,44,21,23,19.2,5.5,2,5,39.8,0.8,2.3,33.3,0.7,0.9,77.5,0.3,2.5,2.8,0.8,0.9,0.3,0.4,1.8,11.3,0,0,0.3,750000,0.000199537074
309,Meyers Leonard,POR,25,74,37,37,16.5,5.4,2,5.1,38.6,1,2.9,34.7,0.5,0.5,87.5,0.4,2.8,3.2,1,0.5,0.2,0.4,2.3,11.9,1,0,-0.4,9213483,0.002451241919
310,Joffrey Lauvergne,CHI,25,70,41,29,14,5.4,2.1,4.8,44,0.5,1.4,33.7,0.7,1,63,1,2.6,3.6,1,0.8,0.4,0.1,1.2,11.7,0,0,-1.3,1709719,0.0004548697688
311,Malcolm Delaney,ATL,28,73,37,36,17.1,5.4,2,5.3,37.4,0.4,1.5,23.6,1,1.3,80.6,0.1,1.5,1.7,2.6,1.3,0.5,0,1.5,11.7,0,0,0.4,2500000,0.00066512358
312,Alexis Ajinca,NOP,29,39,15,24,15,5.3,2.3,4.6,50,0,0.1,0,0.7,1,72.5,1.2,3.4,4.5,0.3,0.8,0.5,0.6,2,13.7,1,0,-1.5,4638203,0.001233991274
313,Chasson Randle,NYK,24,26,8,18,11.5,5.3,1.5,3.8,40.8,0.6,1.8,34,1.6,1.7,95.3,0.2,1,1.2,1.3,0.7,0.3,0.1,1.5,9.2,0,0,-0.4,143860,3.83E-05
314,Willie Reed,MIA,27,71,39,32,14.5,5.3,2.3,4,56.8,0,0.1,25,0.7,1.2,55.7,1.8,2.9,4.7,0.4,0.4,0.3,0.7,1.9,13.7,4,0,0.5,1015696,0.0002702253439
315,Derrick Jones Jr.,PHX,20,32,7,25,17,5.3,2.1,3.8,56.2,0.1,0.3,27.3,0.9,1.3,70.7,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2,10.9,0,0,1,543471,0.0001445901509
316,Mike Dunleavy,ATL,36,53,34,19,15.9,5.2,1.8,4.2,42.3,1,2.5,39.6,0.7,0.8,80,0.3,1.8,2.2,0.9,0.5,0.3,0.1,1.3,9.9,0,0,-0.7,4837500,0.001287014127
317,Randy Foye,BKN,33,69,17,52,18.6,5.2,1.7,4.7,36.3,1,2.9,33,0.8,0.9,85.7,0.1,2.1,2.2,2,1.2,0.5,0.1,1.4,11.6,0,0,-3,2500000,0.00066512358
318,Omri Casspi,MIN,29,36,12,24,17.8,5.2,2.1,4.6,47,0.4,1.2,34.9,0.5,0.8,58.6,0.8,2.4,3.1,1,0.8,0.6,0.1,1.4,11.8,0,0,-2.8,138414,3.68E-05
319,Cameron Payne,CHI,22,31,16,15,14.9,5.2,2.1,6.2,33.2,0.9,2.8,31.4,0.2,0.3,62.5,0.1,1.5,1.5,1.8,0.9,0.5,0.1,1.7,10.5,0,0,-2.2,2112480,0.0005620241041
320,Hollis Thompson,NOP,26,40,12,28,18.8,5.1,1.9,5,38.5,0.8,2.4,33.7,0.5,0.7,65.5,0.5,2.3,2.8,0.9,0.3,0.5,0.2,1.7,11.5,0,0,-1.8,115344,3.07E-05
321,Shaun Livingston,GSW,31,76,63,13,17.7,5.1,2.3,4.2,54.7,0,0,33.3,0.6,0.8,70,0.4,1.6,2,1.8,0.8,0.5,0.3,1.6,11.7,0,0,2,5782450,0.001538417538
322,Cheick Diallo,NOP,20,17,9,8,11.7,5.1,2.1,4.5,47.4,0,0,0,0.9,1.2,71.4,1.4,2.9,4.3,0.2,0.4,0.2,0.4,1,12.2,3,0,-3.1,543471,0.0001445901509
323,Luis Scola,BKN,37,36,7,29,12.8,5.1,2,4.2,47,0.5,1.4,34,0.7,1,67.6,1.4,2.4,3.9,1,0.9,0.4,0.1,1.8,11.8,1,0,-2.3,5500000,0.001463271876
324,Denzel Valentine,CHI,23,57,28,29,17.1,5.1,1.8,5.1,35.4,1.3,3.6,35.1,0.2,0.3,77.8,0.2,2.5,2.6,1.1,0.9,0.5,0.1,1.5,11,1,0,-0.3,2092200,0.0005566286216
325,Dewayne Dedmon,SAS,27,76,55,21,17.5,5.1,2.1,3.4,62.2,0,0,0,0.9,1.2,69.9,1.7,4.8,6.5,0.6,0.8,0.5,0.8,2.4,16.9,6,0,2.5,2898000,0.0007710112539
326,Wayne Selden,MEM,22,14,6,8,16.9,5.1,1.8,4.1,43.1,0.5,2,25,1,1.6,63.6,0.1,1.1,1.1,0.9,0.9,0.4,0.1,1.3,8.5,0,0,-3,83119,2.21E-05
327,Joakim Noah,NYK,32,46,17,29,22.1,5,2.2,4.4,49,0,0,0,0.7,1.7,43.6,3.5,5.2,8.8,2.2,1.3,0.7,0.8,2.8,22,5,0,-3.1,17000000,0.004522840344
328,Thomas Robinson,LAL,26,48,15,33,11.7,5,2.2,4.1,53.6,0,0,0,0.6,1.4,47,1.8,2.9,4.6,0.6,1,0.5,0.2,1.6,12.8,1,0,-1.7,980431,0.0002608431106
329,Anthony Bennett,BKN,24,23,3,20,11.5,5,1.7,4,41.3,0.6,2.1,27.1,1.1,1.6,72.2,1.1,2.3,3.4,0.5,0.5,0.2,0.1,0.8,10.4,0,0,-3,1015696,0.0002702253439
329,Trey Burke,WAS,24,57,35,22,12.3,5,2,4.5,45.5,0.5,1.2,44.3,0.4,0.5,75.9,0.1,0.7,0.8,1.8,0.8,0.2,0.1,0.9,8.6,0,0,-2.8,3386598,0.0009010024743
331,Aaron Brooks,IND,32,65,36,29,13.7,5,1.9,4.6,40.3,0.7,2,37.5,0.5,0.6,80,0.3,0.8,1.1,1.9,1,0.4,0.1,1.4,9.7,0,0,-0.5,2700000,0.0007183334664
332,Juancho Hernangomez,DEN,21,62,30,32,13.6,4.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75,0.7,2.3,3,0.5,0.5,0.5,0.2,1,10.8,1,0,-0.5,1987440,0.0005287572831
333,Mario Hezonja,ORL,22,65,20,45,14.8,4.9,1.8,5.1,35.5,0.7,2.2,29.9,0.6,0.8,80,0.3,1.9,2.2,1,0.9,0.5,0.2,1.1,10.2,0,0,-4.4,,
334,Tiago Splitter,PHI,32,8,1,7,9.5,4.9,1.8,3.9,45.2,0.3,0.8,33.3,1.1,1.4,81.8,1,1.8,2.8,0.5,0.8,0.1,0.1,1,8.9,0,0,-0.5,8550000,0.002274722643
334,Toney Douglas,MEM,31,24,15,9,16.4,4.9,1.8,4.9,36.8,0.3,1.8,16.7,1,1.2,82.8,0.5,2,2.5,2.3,0.9,0.8,0.2,2.1,13.4,0,0,0.5,379159,0.0001008750366
336,Aron Baynes,DET,30,75,34,41,15.5,4.9,1.9,3.7,51.3,0,0,0,1.1,1.3,84,1.5,3,4.4,0.4,0.7,0.2,0.5,2.2,12.4,2,0,1.8,6500000,0.001729321308
337,Josh McRoberts,MIA,30,22,6,16,17.3,4.9,2,5.4,37.3,0.6,1.4,41.9,0.3,0.4,66.7,1,2.3,3.4,2.3,1,0.5,0.2,1.4,13.2,0,0,-3.3,5782450,0.001538417538
338,Jarell Eddie,PHX,25,5,0,5,12.5,4.8,1.2,3.8,31.6,0.8,3.2,25,1.6,1.8,88.9,0.2,1.2,1.4,0,0.2,0.2,0,0.2,6.9,0,0,-1,57672,1.53E-05
339,Cristiano Felicio,CHI,24,66,31,35,15.8,4.8,1.9,3.3,57.9,0,0,0,0.9,1.4,64.5,1.9,2.8,4.7,0.6,0.5,0.4,0.3,1.7,12.8,3,0,-0.5,874636,0.000232696411
340,Luke Babbitt,MIA,28,68,35,33,15.7,4.8,1.7,4.1,40.2,1.3,3.1,41.4,0.2,0.2,73.3,0.2,1.9,2.1,0.5,0.4,0.3,0.2,1.7,9,0,0,-0.1,1227286,0.0003265187432
341,Kevin Seraphin,IND,27,49,23,26,11.4,4.7,2.2,4,55.1,0,0,0,0.3,0.4,63.6,0.8,2.1,2.9,0.5,0.6,0.1,0.4,1.3,10,0,0,-2.1,1800000,0.0004788889776
342,David West,GSW,36,68,56,12,12.6,4.6,2,3.7,53.6,0,0.1,37.5,0.6,0.8,76.8,0.7,2.3,3,2.2,1.1,0.6,0.7,1.5,14.4,0,0,1.8,980431,0.0002608431106
343,Isaiah Canaan,CHI,26,39,19,20,15.2,4.6,1.6,4.4,36.4,0.6,2.4,26.6,0.8,0.8,90.9,0.2,1.1,1.3,0.9,0.5,0.6,0,0.9,8.8,0,0,-2.2,1015696,0.0002702253439
344,Boris Diaw,UTA,35,73,45,28,17.6,4.6,2,4.5,44.6,0.3,1.1,24.7,0.4,0.5,74.3,0.6,1.5,2.2,2.3,1.2,0.2,0.1,1.1,10.6,0,0,0.3,7000000,0.001862346024
345,Roy Hibbert,DEN,30,48,24,24,14.2,4.6,1.7,3.1,54.4,0,0,0,1.3,1.6,81.3,1.1,2,3.2,0.4,0.7,0.2,1,2.1,11.8,1,0,-0.5,5000000,0.00133024716
346,Kris Humphries,ATL,32,56,31,25,12.3,4.6,1.6,3.8,40.7,0.3,1,35.2,1.1,1.5,78,1.1,2.6,3.7,0.5,0.5,0.3,0.4,1.2,11.2,0,0,-1.2,4000000,0.001064197728
347,Reggie Bullock Jr.,DET,26,31,13,18,15.1,4.5,1.7,4.1,42.2,0.9,2.4,38.4,0.2,0.2,71.4,0.4,1.6,2.1,0.9,0.3,0.6,0.1,0.7,10.1,0,0,1.8,2255644,0.000600112805
348,C.J. Watson,ORL,33,62,20,42,16.3,4.5,1.5,4,38.7,0.5,1.7,30.5,0.9,1.1,86.4,0.3,1.2,1.4,1.8,0.8,0.7,0,1.4,10.4,0,0,-3,5000000,0.00133024716
349,Corey Brewer,LAL,31,82,47,35,15.6,4.5,1.8,4.2,42.2,0.3,1.4,22.9,0.6,0.8,73.5,0.4,1.6,2,1.2,0.7,0.7,0.2,1.6,11,0,0,0.9,7612172,0.002025214037
350,Davis Bertans,SAS,24,67,51,16,12.1,4.5,1.5,3.5,44,1,2.6,39.9,0.4,0.5,82.4,0.3,1.1,1.5,0.7,0.5,0.3,0.4,1.1,9,0,0,1.7,543471,0.0001445901509
351,Reggie Williams,NOP,30,6,1,5,13.2,4.5,1.3,3.8,34.8,0.8,1.8,45.5,1,1.2,85.7,0.3,0.7,1,0.7,0,0.5,0,0.3,8.2,0,0,-4,895197,0.0002381666534
352,Jarrod Uthoff,DAL,24,9,2,7,12.7,4.4,1.8,4.2,42.1,0.3,1,33.3,0.6,0.8,71.4,0.9,1.6,2.4,1,0.3,0.2,0.4,0.9,10.5,0,0,-6.9,47953,1.28E-05
353,Lucas Nogueira,TOR,24,57,34,23,19.1,4.4,1.8,2.7,66,0.1,0.2,25,0.8,1.2,65.7,1.4,2.8,4.3,0.7,0.8,0.9,1.6,2.4,17.3,0,0,3.1,1921320,0.0005111660947
