,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
322,Bobby Simmons,WAS,22,30,12,18,11.3,3.7,1.4,3.2,45.3,0.1,0.5,28.6,0.7,1,73.3,0.8,0.9,1.7,0.6,0.5,0.4,0.2,1,8,0,0,-0.3,332000,0.0002269309638
323,Dalibor Bagaric,CHI,21,50,13,37,12.7,3.7,1.4,3.6,40.4,0,0,0,0.8,1.4,58.6,1.1,2.1,3.2,0.5,0.9,0.3,0.5,2.2,9.8,0,0,-2.8,854000,0.0005837320574
324,Ike Austin,MEM,32,21,5,16,14.6,3.6,1.7,4.4,39.1,0,0.1,0,0.2,0.2,100,0.5,2.9,3.4,0.6,0.5,0.4,0.2,1.7,10.1,1,0,-4.4,,
325,Earl Watson,SEA,23,64,34,30,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.8,0.9,0.1,1.5,10.3,0,0,0.6,333000,0.0002276144908
326,Corie Blount,PHI,33,72,39,33,19.9,3.6,1.6,3.5,45.8,0,0,0,0.4,0.6,64.4,2.1,3,5.1,0.6,0.7,0.7,0.4,2.4,13.1,2,0,-1.8,1452000,0.000992481203
327,Steven Hunter,ORL,20,53,27,26,9.7,3.6,1.3,2.8,45.6,0,0,0,1,1.8,58.5,0.8,1.1,1.8,0.1,0.3,0.1,0.8,1.5,8.3,0,0,-1.9,1037000,0.0007088174983
328,Rafer Alston,MIL,25,50,27,23,11.9,3.5,1.3,3.8,34.6,0.5,1.4,38,0.4,0.6,62.1,0.2,1.2,1.4,2.9,0.8,0.6,0,0.8,10.8,1,0,-1,625000,0.0004272043746
329,Rodney White,DET,22,16,9,7,8,3.5,1.3,3.8,35,0.1,0.6,22.2,0.8,0.9,85.7,0.1,1,1.1,0.8,0.9,0.6,0.1,0.4,7.2,0,0,1.2,1694000,0.001157894737
330,Brian Skinner,CLE,26,65,21,44,17,3.4,1.4,2.5,54.3,0,0,0,0.7,1.2,60.8,1.4,2.9,4.3,0.3,0.6,0.4,0.9,2,12.3,2,0,-0.6,1483000,0.00101367054
331,Bryce Drew,CHH,27,61,29,32,12.7,3.4,1.3,3,42.9,0.5,1.2,42.5,0.4,0.5,79.3,0.2,1,1.2,1.7,0.5,0.5,0,0.8,8.5,0,0,0.5,1300000,0.0008885850991
332,Raja Bell,PHI,25,74,37,37,12.1,3.4,1.4,3.2,42.9,0.2,0.6,27.3,0.5,0.6,75,0.4,1.1,1.5,1,0.6,0.3,0.1,1.5,7,0,0,-1.6,465000,0.0003178400547
333,Mookie Blaylock,GSW,35,35,12,23,17.1,3.4,1.4,4.2,34.2,0.4,1.2,35.7,0.1,0.2,50,0.2,1.3,1.5,3.3,1.1,0.7,0.1,0.6,11.4,0,0,-2.4,5400000,0.003691045796
334,Matt Bullard,CHH,35,31,12,19,11.3,3.4,1.3,3.7,33.9,0.5,1.8,28.1,0.4,0.4,91.7,0.3,1.2,1.5,0.5,0.4,0.1,0.1,0.9,6,0,0,-1,1300000,0.0008885850991
335,Tremaine Fowlkes,LAC,26,22,11,11,15.5,3.4,1.1,2.9,39.1,0,0,0,1.1,1.4,77.4,1.5,1.5,2.9,0.8,0.6,0.5,0,1.8,9.1,0,0,-2.4,,
336,Milt Palacio,PHX,24,69,34,35,11.5,3.3,1.2,3.1,38.3,0.2,0.6,31.7,0.8,1.1,73,0.2,0.9,1.1,1.2,0.6,0.4,0.1,0.9,7.3,0,0,-1.5,690000,0.0004716336295
337,Ira Bowman,PHI,29,3,0,3,9.7,3.3,1.7,2.3,71.4,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0,0.7,0,1,6.2,0,0,-1.3,,
337,Sam Mack,MIA,32,12,2,10,13.4,3.3,1.2,4.1,28.6,0.6,2.3,25,0.4,0.6,71.4,0.2,1,1.2,0.3,0.6,0.4,0.1,1.4,6.2,0,0,0.9,,
339,Greg Ostertag,UTA,29,74,39,35,15,3.3,1.2,2.7,45.3,0,0,0,0.9,1.8,48.5,1.7,2.5,4.2,0.7,0.7,0.2,1.5,2.1,13.7,2,0,0.9,6933000,0.004738892686
340,Vonteego Cummings,PHI,26,58,31,27,8.5,3.3,1.3,3.2,41.7,0.2,0.8,26.1,0.4,0.6,75,0.2,0.7,0.9,1,0.6,0.3,0.1,0.9,6.5,0,0,-1.9,810000,0.0005536568694
341,Sam Mitchell,MIN,38,74,47,27,9.8,3.3,1.3,3.1,43.2,0.1,0.5,28.6,0.5,0.7,77.6,0.2,0.9,1.1,0.6,0.4,0.2,0.1,1.1,5.8,0,0,0.5,591000,0.0004039644566
342,Don Reid,ORL,28,68,37,31,10.5,3.3,1.3,2.8,47.4,0,0,0,0.6,1,64.7,1,1.6,2.6,0.4,0.8,0.3,0.6,2.6,9,0,0,-0.8,1000000,0.0006835269993
343,John Amaechi,UTA,31,54,28,26,10.9,3.2,1,3.1,32.5,0,0,0,1.2,1.9,63.8,1,1.1,2,0.5,1,0.1,0.2,1.2,6.4,0,0,-2.4,2175000,0.001486671224
344,Gerald Wallace,SAC,19,54,43,11,8,3.2,1.4,3.2,42.9,0,0.1,0,0.4,0.9,50,0.9,0.7,1.6,0.5,0.4,0.4,0.1,0.9,6.9,0,0,0.2,664000,0.0004538619275
345,Jabari Smith,PHI,25,23,17,6,7.9,3.2,1.1,2.7,41.3,0,0.1,0,0.9,1.4,65.6,0.3,0.9,1.2,0.5,0.2,0.3,0.3,1.3,6.7,0,0,0.7,304000,0.0002077922078
346,Bimbo Coles,CLE,34,47,15,32,14.8,3.2,1.2,3.1,38.4,0.1,0.4,20,0.7,0.8,89.2,0.3,0.9,1.2,2.3,0.7,0.3,0.1,1.3,8.4,0,0,-4,2475000,0.001691729323
347,Derrick Dial,TOR,26,32,21,11,9.3,3.2,1.3,3.8,34.2,0,0.3,9.1,0.6,0.8,75,0.4,1.3,1.8,1.1,0.5,0.3,0.1,0.4,7.7,0,0,0.8,541000,0.0003697881066
348,Randy Livingston,SEA,27,13,7,6,13.6,3.2,1.2,4.2,27.8,0.1,0.6,12.5,0.8,0.8,90.9,0.7,1.2,1.9,2,0.2,0.7,0.2,0.8,10.8,0,0,3.8,,
349,Dan Langhi,HOU,24,34,10,24,12.7,3.1,1.4,3.7,39.2,0,0.1,25,0.2,0.3,72.7,0.6,1.3,2,0.4,0.3,0.2,0.1,0.7,7,0,0,-4.5,465000,0.0003178400547
350,Cal Bowdler,ATL,25,52,17,35,11.2,3.1,1.2,3.3,35.1,0,0.1,20,0.8,0.9,83,0.7,1.4,2.1,0.2,0.2,0.3,0.3,1.2,7.7,0,0,0,1179000,0.0008058783322
351,Alton Ford,PHX,21,53,27,26,8.5,3.1,1.2,2.2,51.7,0,0,0,0.8,1.1,73.7,0.6,1.4,2,0.1,0.6,0.1,0.1,1.9,5.8,0,0,-1.6,332000,0.0002269309638
352,Tierre Brown,HOU,23,40,6,34,10,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75,0.3,0.8,1.1,1.8,1,0.5,0.1,0.7,7.6,0,0,-3.5,333000,0.0002276144908
353,Erick Barkley,POR,24,19,10,9,11.9,3.1,1.3,3.6,35.3,0.1,0.4,14.3,0.5,0.5,90,0.3,0.7,0.9,1.8,0.6,0.9,0.1,1.5,9.1,0,0,-0.1,765000,0.0005228981545
354,Carlos Arroyo,DEN,22,37,17,20,10,3,1.3,3,44.1,0,0.1,0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.6,0.3,0,0.8,7.5,0,0,-0.9,333000,0.0002276144908
354,Cedric Henderson,GSW,27,12,4,8,5.8,3,1.3,2.6,48.4,0.2,0.3,50,0.3,0.6,57.1,0.1,0.2,0.3,0.3,0.7,0.5,0.2,0.3,5.1,0,0,1.8,3000000,0.002050580998
354,Chris Andersen,DEN,23,24,9,15,10.9,3,1,3.1,33.8,0,0.2,0,0.9,1.2,78.6,1.6,1.6,3.2,0.3,0.5,0.3,1.2,1.5,11.1,0,0,1.2,,
354,Sean Rooks,LAC,32,61,28,33,12,3,1.3,3.2,41.8,0,0,0,0.3,0.5,72.4,0.5,1.5,2,0.4,0.3,0.2,0.3,1.9,7.3,0,0,0,2400000,0.001640464798
358,Brian Shaw,LAL,36,58,40,18,10.8,2.9,1.1,3,35.3,0.5,1.5,33,0.3,0.4,69.2,0.3,1.6,1.9,1.5,0.6,0.4,0.1,0.7,8.4,0,0,1.7,591000,0.0004039644566
359,Derrick McKey,PHI,35,41,24,17,19.1,2.9,1.3,3,42.6,0.1,0.3,41.7,0.2,0.3,71.4,1.2,1.9,3.1,1.1,0.5,1,0.1,2.2,11,0,0,-0.4,6000000,0.004101161996
360,Victor Alexander,DET,32,14,7,7,6.8,2.9,1.3,3.6,35.3,0,0.1,0,0.3,0.6,50,0.5,1.6,2.1,0.4,0.4,0,0.1,0.4,5.8,0,0,0.5,591000,0.0004039644566
361,Mark Madsen,LAL,26,59,42,17,11,2.8,1.1,2.5,45.2,0,0,0,0.6,0.9,64.8,1.5,1.2,2.7,0.7,0.4,0.3,0.2,1.8,8.3,0,0,1.2,760000,0.0005194805195
362,Mike James,MIA,27,15,9,6,7.8,2.8,1,2.9,34.9,0.5,1.4,38.1,0.3,0.5,57.1,0.1,0.8,0.9,1.3,0.9,0.4,0.1,1.1,6.4,0,0,-2.6,237000,0.0001619958988
363,Zach Randolph,POR,20,41,22,19,5.8,2.8,1.2,2.6,44.9,0,0,0,0.4,0.7,66.7,0.7,0.9,1.7,0.3,0.4,0.2,0.1,0.7,5.7,0,0,-0.5,1019000,0.0006965140123
364,Anthony Johnson,NJN,27,34,22,12,10.8,2.8,1.1,2.6,41.1,0.1,0.4,33.3,0.5,0.7,64,0.3,0.6,0.9,1.4,0.6,0.9,0,0.9,8.1,0,0,0.7,,
365,Norman Richardson,CHI,24,11,4,7,6.2,2.7,0.9,2.4,38.5,0.4,0.7,50,0.5,0.8,66.7,0.3,0.5,0.7,0.2,0.3,0,0,0.5,3.6,0,0,-2.4,333000,0.0002276144908
366,Carlos Rogers,IND,31,22,9,13,7.7,2.7,1.1,2,55.8,0,0.3,16.7,0.5,0.9,52.6,0.6,1.1,1.7,0.1,0.2,0.2,0.3,0.8,6.2,0,0,-1.3,591000,0.0004039644566
367,Joel Przybilla,MIL,22,71,33,38,15.9,2.7,1.1,2,53.5,0,0,0,0.5,1.3,42.2,1.1,2.9,4,0.3,0.6,0.3,1.7,2.8,13.1,1,0,-0.8,1741000,0.001190020506
368,Daniel Santiago,PHX,26,3,0,3,8.1,2.7,1.3,2.7,50,0,0,0,0,0,0,0,2.3,2.3,0.7,0.7,0,0.3,1.3,6.8,0,0,-2,465000,0.0003178400547
369,Andrew DeClercq,ORL,29,61,31,30,10.4,2.7,1.1,2.4,45,0,0,0,0.5,0.8,56,1.2,1.5,2.7,0.4,0.6,0.4,0.4,2.1,8.1,0,0,-0.2,2900000,0.001982228298
370,Mitchell Butler,POR,31,11,6,5,8.2,2.6,0.9,2.1,43.5,0.1,0.3,33.3,0.7,1.1,66.7,0.5,0.7,1.3,0.5,0.5,0,0.1,0.9,4.7,0,0,-2.5,591000,0.0004039644566
371,Mikki Moore,DET,26,30,15,15,7.1,2.6,1,2,47.5,0,0.1,50,0.7,0.9,76.9,0.7,1,1.7,0.4,0.5,0.2,0.3,1.2,6.4,0,0,0.3,2531000,0.001730006835
372,Reggie Slater,ATL,31,8,2,6,5.9,2.6,0.9,1.9,46.7,0,0,0,0.9,1.3,70,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.4,4.8,0,0,-0.6,438000,0.0002993848257
373,Jason Hart,SAS,24,10,10,0,9.3,2.6,1,1.9,52.6,0,0.2,0,0.6,0.6,100,0.4,0.9,1.3,1.2,0.8,0.7,0.1,1.6,7.6,0,0,0.2,465000,0.0003178400547
374,Ervin Johnson,MIL,34,81,41,40,20.5,2.6,1.1,2.4,46.1,0,0,0,0.4,0.8,45.5,1.8,4,5.8,0.3,0.6,0.5,1,2.7,13.7,0,0,-0.4,3670000,0.002508544087
375,William Avery,MIN,22,28,17,11,9.3,2.5,0.9,3.2,28.9,0.2,1.3,17.1,0.5,0.7,68.4,0.1,0.7,0.9,1.3,0.7,0.3,0,0.6,5.6,0,0,-0.7,1375000,0.0009398496241
376,Felipe Lopez,MIN,27,67,42,25,8.6,2.5,0.9,2.3,37.8,0.2,0.5,42.4,0.6,0.8,67.3,0.4,0.8,1.2,0.6,0.5,0.3,0,1.1,5.1,0,0,-0.8,565000,0.0003861927546
377,Jermaine Jackson,TOR,26,24,12,12,11.6,2.4,0.8,1.8,47.6,0,0.1,50,0.7,1,66.7,0.1,1,1.1,2.4,0.6,0.4,0,1,8,1,0,-1.3,,
378,Eric Montross,TOR,30,49,26,23,13.4,2.4,1.1,2.7,40.2,0,0,0,0.2,0.6,32.3,0.7,2.1,2.9,0.3,0.5,0.2,0.5,1.9,7.9,1,0,-2.2,2480000,0.001695146958
379,Tang Hamilton,MIA,24,9,1,8,10.9,2.2,1.1,2.1,52.6,0,0.1,0,0,0.1,0,0.7,1.3,2,0.6,0.2,0.4,0,1.1,6.6,0,0,-0.3,,
380,Leon Smith,ATL,21,14,5,9,7.2,2.2,0.7,1.9,38.5,0,0,0,0.8,1.2,64.7,0.7,1.5,2.2,0.2,0.2,0.4,0.1,0.9,6.3,0,0,0.5,,
381,Mateen Cleaves,SAC,24,32,25,7,4.8,2.2,0.9,2.1,44.1,0.1,0.3,25,0.3,0.3,88.9,0,0.2,0.3,0.8,0.8,0.2,0,0.3,3.5,0,0,-1.3,1347000,0.0009207108681
382,Kedrick Brown,BOS,21,29,17,12,8.5,2.2,0.8,2.4,32.9,0.2,0.9,18.5,0.4,0.7,60,0.4,1.3,1.7,0.5,0.2,0.6,0.2,0.6,7.4,0,0,-0.2,1528000,0.001044429255
383,Doug Overton,LAC,32,18,9,9,7.3,2.2,0.8,2.4,31.8,0.4,1.5,25.9,0.2,0.4,57.1,0.1,0.6,0.7,0.7,0.7,0.2,0.1,0.6,4.1,0,0,-0.2,,
384,Harold Jamison,LAC,25,25,11,14,7.1,2.2,0.9,1.7,51.2,0,0,0,0.4,0.6,66.7,1,0.6,1.6,0.2,0.2,0.2,0,0.9,4.9,1,0,-0.2,600000,0.0004101161996
385,Brian Scalabrine,NJN,24,28,19,9,10.4,2.1,0.8,2.4,34.3,0.1,0.4,30,0.4,0.5,73.3,0.4,1.4,1.8,0.8,0.9,0.3,0.1,1.4,5.8,0,0,0.6,333000,0.0002276144908
386,Mark Blount,BOS,26,44,27,17,9.4,2.1,0.7,1.7,42.1,0,0,0,0.7,0.8,81.1,0.6,1.3,1.9,0.2,0.5,0.4,0.4,1.3,6.7,0,0,-0.8,540000,0.0003691045796
387,Brian Cardinal,DET,25,8,3,5,5.3,2.1,0.8,1.6,46.2,0.4,0.9,42.9,0.3,0.3,100,0.3,0.5,0.8,0.3,0,0.1,0,0.6,3.8,0,0,1.9,465000,0.0003178400547
388,Rick Brunson,POR,30,59,34,25,8.8,2.1,0.8,1.9,40.2,0.1,0.2,54.5,0.5,0.7,70.7,0.4,0.8,1.2,1.9,0.8,0.4,0,0.9,7,0,0,-0.5,591000,0.0004039644566
389,Dean Oliver,GSW,23,20,4,16,6.9,2.1,0.9,2.3,37,0.1,0.7,15.4,0.3,0.5,66.7,0,0.4,0.4,1.1,0.6,0.2,0,0.8,4.1,0,0,-1.8,333000,0.0002276144908
389,Maurice Evans,MIN,23,10,5,5,4.3,2.1,0.9,1.9,47.4,0,0.3,0,0.3,0.4,75,0.3,0.1,0.4,0.4,0.2,0,0,0.9,3,0,0,-0.2,332000,0.0002269309638
391,Evan Eschmeyer,DAL,27,31,22,9,9.6,2,0.7,1.6,42,0,0,0,0.6,1.1,60.6,1.1,2,3.2,0.3,0.5,0.3,0.3,1.9,7.6,0,0,0.7,3038000,0.002076555024
391,Michael Stewart,TOR,27,11,2,9,8.3,2,0.7,2.1,34.8,0,0,0,0.5,1,54.5,1.1,1.2,2.3,0.3,0.4,0.4,0.3,2,6.7,0,0,0.2,3840000,0.002624743677
391,Travis Knight,NYK,27,49,19,30,8.8,2,0.8,2.3,36.3,0,0,0,0.3,0.4,76.2,1,1.1,2.1,0.2,0.6,0.2,0.2,1.9,5.5,0,0,-1.9,3600000,0.002460697198
394,Primoz Brezec,IND,22,22,10,12,7.3,2,0.6,1.3,48.3,0,0,0,0.7,1.1,60,0.7,0.5,1.3,0.3,0.3,0,0.3,1.3,4.6,0,0,-0.8,749000,0.0005119617225
395,Mark Pope,MIL,29,45,25,20,9.5,1.9,0.8,2,39.6,0.1,0.6,16,0.2,0.5,52.4,0.4,1.2,1.6,0.4,0.3,0.2,0.2,1,5.6,0,0,-1.1,591000,0.0004039644566
396,Amal McCaskill,SAS,28,27,22,5,5.7,1.9,0.7,1.8,40.8,0,0,0,0.4,1,46.2,0.6,0.7,1.3,0.1,0.5,0.2,0.4,0.9,5,0,0,-2.1,541000,0.0003697881066
397,Mark Bryant,SAS,37,30,21,9,6.7,1.9,0.8,1.8,45.5,0,0,0,0.2,0.3,75,0.8,0.6,1.5,0.3,0.2,0.2,0.1,1.3,4.8,0,0,-0.6,1000000,0.0006835269993
398,Obinna Ekezie,LAC,26,29,13,16,5.1,1.9,0.4,1.3,33.3,0,0,0,1,1.4,70,0.4,0.8,1.2,0.1,0.3,0.1,0.2,0.6,3.9,0,0,0.4,541000,0.0003697881066
399,Ike Fontaine,MEM,27,6,2,4,12.7,1.8,0.5,2.3,21.4,0.2,0.8,20,0.7,1,66.7,0,0.8,0.8,0.7,0.7,0,0,1,3.2,0,0,-8.3,,
399,Loren Woods,MIN,24,60,41,19,8.6,1.8,0.6,1.6,34.4,0,0,0,0.7,1,73.3,0.8,1.3,2,0.4,0.6,0.3,0.6,1,6.8,0,0,-0.6,332000,0.0002269309638
401,Brandon Armstrong,NJN,22,35,24,11,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0.2,0,0.7,3.2,0,0,-1,865000,0.0005912508544
402,Antonio Harvey,SEA,31,5,3,2,9.5,1.8,0.8,2.4,33.3,0,0,0,0.2,0.4,50,1,0.8,1.8,1,0.6,0.2,0.6,1.6,7.3,0,0,-2.6,591000,0.0004039644566
403,Kirk Haston,CHH,23,15,11,4,5.2,1.7,0.7,2.6,28.2,0,0.2,0,0.3,0.5,50,0.3,1,1.3,0.3,0.2,0,0.1,0.6,3.8,0,0,-0.9,1182000,0.0008079289132
404,Jud Buechler,ORL,34,66,36,30,10.3,1.7,0.7,1.8,37.3,0.3,0.9,35,0,0.1,50,0.4,1.3,1.8,0.5,0.2,0.3,0.1,0.8,5.6,0,0,-1.6,3666000,0.002505809979
405,Mike Penberthy,LAL,27,3,3,0,4,1.7,0.3,0.7,50,0,0,0,1,1.3,75,0,0.7,0.7,0.7,0,0.7,0,0,5.5,0,0,-0.7,,
406,Brent Price,SAC,33,20,15,5,4.4,1.6,0.5,1.4,33.3,0.2,0.8,26.7,0.5,0.7,69.2,0.2,0.2,0.4,0.5,0.5,0.2,0.1,0.7,2.8,0,0,-1.9,3680000,0.002515379357
407,Olumide Oyedeji,SEA,21,36,19,17,6.2,1.5,0.6,1.1,53.7,0,0,0,0.3,0.5,61.1,0.8,1.4,2.2,0.1,0.4,0.1,0.1,1,4.4,0,0,0.4,466000,0.0003185235817
408,Cherokee Parks,SAS,29,42,30,12,5.5,1.5,0.7,2,36.1,0,0,0,0.1,0.2,37.5,0.6,0.8,1.4,0.2,0.3,0.2,0.2,0.8,4.3,0,0,-1.6,715000,0.0004887218045
408,Donny Marshall,NJN,29,20,12,8,5.9,1.5,0.4,1.5,27.6,0.1,0.2,50,0.6,0.9,66.7,0.4,0.7,1.1,0.3,0.1,0.2,0,0.7,3.5,0,0,-0.7,,
408,Jeff Trepagnier,CLE,22,12,2,10,6.3,1.5,0.6,1.9,30.4,0,0.1,0,0.3,0.6,57.1,0.3,0.8,1,1,0.9,0.7,0.3,0.7,6.3,0,0,1.2,332000,0.0002269309638
408,Larry Robinson,NYK,34,2,1,1,5.4,1.5,0.5,2,25,0.5,1,50,0,0,0,0,1,1,0,0,0,0,0.5,2.7,0,0,2.5,591000,0.0004039644566
408,Samuel Dalembert,PHI,22,34,18,16,5.2,1.5,0.6,1.5,44,0,0,0,0.2,0.5,38.9,0.7,1.3,2,0.1,0.4,0.2,0.4,0.9,5.4,0,0,-0.6,771000,0.0005269993165
413,Bruno Sundov,IND,22,22,11,11,3.9,1.5,0.7,1.8,40,0,0,0,0,0.1,0,0.3,0.6,1,0.1,0.2,0.1,0.1,0.7,3.4,0,0,0.1,565000,0.0003861927546
414,Jeryl Sasser,ORL,23,7,2,5,4.9,1.4,0.4,2,21.4,0,0,0,0.6,0.7,80,0.4,0.6,1,0.3,0.3,0.4,0,0.4,4.1,0,0,-2.3,902000,0.0006165413534
415,DeSagana Diop,CLE,20,18,8,10,6.1,1.4,0.7,1.6,41.4,0,0,0,0.1,0.3,20,0.3,0.7,0.9,0.3,0.7,0.1,0.6,1.1,4.1,0,0,-0.3,1842000,0.001259056733
416,Damone Brown,PHI,23,17,7,10,3.8,1.4,0.5,1.2,38.1,0,0.1,0,0.4,0.5,87.5,0.1,0.1,0.2,0.1,0.5,0.1,0.1,0.6,1.6,0,0,-0.9,332000,0.0002269309638
417,Tim James,PHI,25,9,6,3,4.5,1.3,0.6,1.4,38.5,0,0,0,0.2,0.7,33.3,0.6,0.2,0.8,0.1,0.3,0,0.1,0.6,2.4,0,0,-1.8,837000,0.0005721120984
418,Jelani McCoy,LAL,24,21,16,5,5,1.2,0.6,1,57.1,0,0,0,0.1,0.4,25,0.4,0.8,1.2,0.3,0.4,0,0.2,0.7,3.5,0,0,-1.8,541000,0.0003697881066
419,Ruben Boumtje-Boumtje,POR,24,33,17,16,7.4,1.2,0.4,1,40.6,0,0,0,0.4,0.8,52,0.6,1,1.7,0.1,0.4,0.1,0.5,1.2,4.7,0,0,-2.5,333000,0.0002276144908
420,Chucky Brown,SAC,34,18,14,4,5.1,1.2,0.6,1.5,37,0,0,0,0.1,0.1,50,0.6,1.3,1.8,0.3,0.3,0.1,0.2,0.7,4.6,0,0,-1.1,,
420,Greg Foster,MIL,33,6,2,4,4.2,1.2,0.3,1.5,22.2,0,0.7,0,0.5,0.7,75,0,1.3,1.3,0.2,0,0,0,0.7,3,0,0,-1.8,1924000,0.001315105947
422,Michael Bradley,TOR,23,26,16,10,4.5,1.2,0.5,1,52,0,0.1,0,0.2,0.3,50,0.3,0.7,0.9,0.1,0.2,0,0.2,0.4,2.9,0,0,-1.7,1124000,0.0007682843472
423,Charlie Bell,DAL,23,7,4,3,6,1.1,0.4,1.6,27.3,0,0.9,0,0.3,0.3,100,0.3,0.4,0.7,0.3,0.7,0,0,0.4,1.7,0,0,-2.9,,
424,Alvin Jones,PHI,23,23,17,6,5.4,1.1,0.3,0.9,40,0,0,0,0.4,0.9,50,0.6,1,1.6,0.1,0.5,0.1,0.4,1.5,4.3,0,0,-0.5,332000,0.0002269309638
425,Chris Dudley,POR,37,43,27,16,7.6,1.1,0.5,1.2,40,0,0,0,0.2,0.3,53.3,0.6,1.2,1.9,0.3,0.3,0.1,0.3,1,4.7,0,0,0.3,591000,0.0004039644566
426,Jerome Moiso,CHH,24,15,8,7,5,1.1,0.5,1.3,40,0,0,0,0,0,0,0.3,1.4,1.7,0.3,0.5,0.2,0.1,0.8,3.9,0,0,0.3,1571000,0.001073820916
426,Michael Ruffin,PHI,25,15,5,10,11.2,1.1,0.5,1.7,26.9,0,0,0,0.1,0.5,25,1.5,1.9,3.4,0.3,0.7,0.3,0.5,1.5,7.5,0,0,-3.1,540000,0.0003691045796
428,Dean Garrett,GSW,35,34,24,10,5.3,1.1,0.5,1.6,32.7,0,0,0,0,0.1,0,0.5,1.2,1.7,0.1,0.3,0.2,0.3,0.9,4.5,0,0,0.1,3240000,0.002214627478
429,Dee Brown,ORL,33,7,5,2,9.4,1,0.4,2.9,15,0.1,1.7,8.3,0,0,0,0,1.3,1.3,0.3,0.6,0.4,0.1,0.6,4.1,0,0,-0.4,,
429,Ernest Brown,MIA,23,3,0,3,7.1,1,0.3,2,16.7,0,0,0,0.3,1.3,25,0.3,1.7,2,0,1,0,0.3,1.3,3.4,0,0,-7.3,333000,0.0002276144908
429,Vinny Del Negro,PHX,35,2,1,1,2.6,1,0.5,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,-0.5,2275000,0.001555023923
432,Felton Spencer,NYK,34,32,10,22,7.8,0.9,0.2,0.8,23.1,0,0,0,0.5,1,51.5,0.5,1.1,1.6,0.1,0.4,0.2,0.3,2.3,4,0,0,-0.5,591000,0.0004039644566
433,Eldridge Recasner,LAC,34,6,1,5,5.5,0.8,0.3,1,33.3,0,0.2,0,0.2,0.2,100,0,0,0,0.8,0.2,0.2,0,0.7,2.4,0,0,0,1300000,0.0008885850991
434,Joseph Forte,BOS,21,8,2,6,4.8,0.8,0.1,1.5,8.3,0,0.4,0,0.5,0.5,100,0.1,0.6,0.8,0.8,0.4,0.3,0,0.1,3.2,0,0,-2.1,939000,0.0006418318524
434,Matt Geiger,PHI,32,4,0,4,8.8,0.8,0.3,2,12.5,0,0,0,0.3,0.5,50,0.8,0.8,1.5,0,0.5,0,0.5,0.5,3.6,0,0,-6.5,8142000,0.005565276828
436,Steve Goodrich,NJN,26,9,7,2,5.5,0.6,0.2,1.1,20,0,0,0,0.1,0.2,50,0.1,0.4,0.6,0.6,0.3,0.1,0.2,1.1,2.7,0,0,-1,389000,0.0002658920027
437,Darrick Martin,DAL,31,3,1,2,7.5,0.3,0,3.3,0,0,0.7,0,0.3,0.7,50,0,0.3,0.3,1,0.3,0.7,0,1.3,3.9,0,0,-7.7,590000,0.0004032809296
438,Jamison Brewer,IND,21,13,6,7,3.2,0.3,0.2,0.4,40,0,0.1,0,0,0,0,0.2,0.5,0.6,0.7,0.2,0.2,0,0.2,2.3,0,0,0.1,333000,0.0002276144908
439,Dickey Simpkins,ATL,30,1,1,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,-1,,
439,Randy Brown,BOS,34,1,1,0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,6,0,0,-4,2475000,0.001691729323
